,airline_sentiment,negativereason,airline,text
11903,2,,American, thanks
11904,0,Bad Flight,American, thx for responding I cant watch  mins of this film wout it cutting in and out  prolonged prds of time beyond frustrating
11905,1,,American, I did
11906,0,Customer Service Issue,American, can you connect me to a person without having to wait  hours on hold I still havent been able to resolve the problem
11907,0,Late Flight,American, r u serious min delay with AmericanAirlines AA ohio  dallas missed my connecting flight 
11908,0,Cancelled Flight,American, You are jumping the gun and Cancelled Flighting flights that couldve made it before the snow Now more Cancelled Flightlations Its ridiculous
11909,2,,American, I might look into that My wife travels much more than I do Could we both use the membership
11910,1,,American, Thank you you too
11911,1,,American, What happens when you combine Top Chef amp the beauty of San Miguel de Allende My Late Flightst food blog  
11912,2,,American, Great thanks Followed
11913,2,,American, This is exactly why ill be flying AA from Airport to Dallas Only airline I trust
11914,0,Customer Service Issue,American, This doesnt address my issue I am on hold for  min to speak with an agent
11915,2,,American, got another flight Thanks you
11916,1,,American, u r horriblewent online to Cancelled Flight flightno buttonthatCalled CS ampwait time  minsampput in my calledampit hungupNOHELP
11917,0,Customer Service Issue,American, submitted a case to AA customer relations two weeks ago no word ever since whats the point of even having CR
11918,0,Late Flight,American, if by near the gate you mean sitting on the plane for almost  hours then yeah
11919,2,,American, I dont think you should help him at all based on his behavior The voucher and cot seem like enough lol 
11920,0,Late Flight,American, still waiting for a flight I should get my money back
11921,0,Cancelled Flight,American, I Cancelled Flighted my flight I really dont need this much trouble
11922,0,Customer Service Issue,American, Wasila Were sorry you were uncomfortable Andrew What can we do for you SMA
11923,1,,American, Hi can you please ticket my award ticket The status is On Request now Thanks
11924,2,,American, got back eventually Was a rollercoaster Once I got to the airport amp got to speak to someone things got fixed very quick
11925,0,Late Flight,American, thats  extra hours of travel time Missed vacation time and now you guys are messing with my professional life
11926,0,Flight Attendant Complaints,American, Checked in on app since yesterday Confirmed upgrade amp carry on got to counter amp manager upgraded somebody else on my seat
11927,0,Flight Booking Problems,American, Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price Can you help
11928,2,,American, yes yes yesso glad to be headed home
11929,0,Bad Flight,American, dont worry Ill be sending a letter with what I expect from you for compensation I fly twice a week wyou guysfor now
11930,2,,American, thanks
11931,2,,American, thanks keep me updated just hope I make either of my connections to Killeen Tx
11932,0,Customer Service Issue,American, I have been on hold wcustomer service line for  minutes  This after I was on phone with an agent for  min bf call droped
11933,0,Flight Booking Problems,American, I tried to book a rwrd and was told I couldnt Bought tix on USAir now AAno choice didnt bother to  AAdv with this svc
11934,1,,American, did you know that suicide is the second leading cause of death among teens 
11935,0,Bad Flight,American, narrowly made standbylots of snags this trip
11936,1,,American,  iPhone  GB not  plus
11937,0,Late Flight,American, i ordered it as i always do But on a hour flight delayed for  hours it was worse than ever before when you forgot my meal
11938,2,,American, thanks so much
11939,2,,American,  AA doesnt charge any fees to change award tickets as long as the origin destination amp award type remains the same
11940,0,Cancelled Flight,American, I need a flight out tonight Isnt there anything else
11941,2,,American, thank you for the confirmation
11942,0,Can't Tell,American, spent  for the choppiest feed of Whiplash ever americanairlinesfail iwantmymoneyback
11943,1,,American, OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement
11944,0,Lost Luggage,American,  Please find my bag In Singapore for three days already without my bag Last known destination LAX Tag  Please help
11945,0,Customer Service Issue,American, Inconvenient is such a convenient word
11946,0,Lost Luggage,American, Your response could have made all the difference It could have made the situation better NO TRUSTGET LOST like my bag
11947,0,Late Flight,American, delayed on the way to Puerto Rico and delayed on the way back to New York this is disgraceful
11948,0,Lost Luggage,American, Thats okYou may keep my  and lose my bag with no info but you no longer have my trust Bad way to handle this
11949,0,Late Flight,American, come on I just want to go home I cant miss another day of work stuckinmemphis texasisclosed
11950,1,,American, Here is the photo  
11951,0,Cancelled Flight,American, you guys are killing me 
11952,2,,American, Aww cool Its nice to know they are still up above my head then One of my faves
11953,1,,American, whats the status of flight  out of sju
11954,1,,American, Would love to DM you but my Twitter app says youre not following me and I cant
11955,0,Bad Flight,American, Its not that I wasnt offered perks by   I ASKED and was told NO thenewamerican
11956,0,Customer Service Issue,American, good care of their customers if anything happen to then take you   for getting me back to NYC  Screw you 
11957,0,Cancelled Flight,American, cost me over  dollars because flight was Cancelled Flightled and couldnt even give me a food comp Fly   they take
11958,0,Cancelled Flight,American, they will just say dumb things to beat around the bush  If youre flight Cancelled Flightled be prepared for no compassion from them
11959,1,,American, Yes to the iOS Im running iOS 
11960,0,Late Flight,American, worst company ever please do not fly with them I repeat please do not fly  They will not credit you if youre delayed
11961,2,,American, continues to win Ive never missed a flight before but a nice little quiet gate change made it possible Sheesh
11962,1,,American,  keeping AA up in the Air My crew chief cousin Alex Espinosa in DFW 
11963,0,Lost Luggage,American, lost my cats missed their flights kept them crated  hrs for a  wouldbe  hr trip Youll never touch my pets again
11964,0,Can't Tell,American, dont worry you wont steal my money again
11965,0,Customer Service Issue,American, why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk
11966,0,Customer Service Issue,American, pretty lame response to a two paged single spaced letter 
11967,0,Customer Service Issue,American, Its not what happens to us that mattersIts our response that matters Way to drop the ball AA
11968,0,Bad Flight,American, I am looking for help on USAirways award travel booked for wife and two boys no seats assigned
11969,1,,American,  we done it with  truck No biggie 
11970,0,Can't Tell,American, and  have put me in bad mood I havent been this angry since Spagnuolo coached the Rams
11971,0,Cancelled Flight,American, AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in I slept in an airport for a night
11972,0,Cancelled Flight,American, flight  out of Vegas to DFW Cancelled Flightled Sunday and Monday no whammie today
11973,2,,American, Airport snow removal method Keep up the good work folks this is where Cessnas become s 
11974,1,,American, These birds could fly to South America for example Argentina
11975,0,Cancelled Flight,American, my flight  from Jacksonville fl to Dallas is showing Cancelled Flightled What is going on  Am I rebooked on another flight
11976,2,,American, great thanks
11977,2,,American, awesome Thanks
11978,0,Cancelled Flight,American, my flight  to Dallas from Jacksonville fl has been Cancelled Flightled No one has notified me Whats going on
11979,0,Lost Luggage,American, extremely upset that your baggage handlers decide to go in my luggage and take my belongings
11980,0,Late Flight,American, flight  delayed over  hours on  had no GF meals despite my early request attendant seat fell on my leg badservice
11981,0,Flight Attendant Complaints,American, but what I can always rely on when I fly USAir or American is that employees will be rude and unhappy
11982,0,Customer Service Issue,American, robocalls me with another Cancelled Flightation And then when I dont accept the change it wont let me connect to an agent Just wow
11983,0,Can't Tell,American, said that AA does not provide inflight wifi on the routes to China based on some federal laws but United does why is that
11984,0,Late Flight,American, Right But more than two hours Late Flight and it seems due to poor communication which sounded like it was annoying onplane staff
11985,0,Customer Service Issue,American, Im not sure what happened to my USAirways status when the merger took place
11986,0,Customer Service Issue,American, can u help rebook passenger via TwitterDM  Been on hold for  hours Thanks
11987,1,,American, Id like to apologize to the gate agent for flight AA I was not aware that zone  was after the nine other precious gems
11988,1,,American, my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal
11989,1,,American, origindestinationdates are the same Going from US Airways connecting flight to AA direct flight Award is saver level
11990,1,,American, When will the old  fly ORDPVG get upgraded
11991,1,,American, I know Just a little cold weather humor 
11992,2,,American, None of the LAX flights into DFW have been Cancelled Flightled Those landing before and after ours are fine Completely arbitrary
11993,0,Can't Tell,American, that doesnt really answer my question Maybe if I provide more details you can give me clarification
11994,0,Lost Luggage,American, this delayed bag was for my friend Lisa Pafe She got her bag after  days in Costa Rica Issue no updates on your system
11995,1,,American, thanks
11996,2,,American, Aww Thanks AADFW was on GMA up here this AMso i understand Btw AA is my Airline when im able to trvLove you guys
11997,2,,American, These are some awesome photos Thanks for sharing 
11998,2,,American, new plane gogo easy power for laptop iPhone just missing a good boatstyle swivel cup holder for my dietcoke happyflier
11999,0,longlines,American, how about some rampers at gate b dfw   Waiting to be marshaled in
12000,0,Cancelled Flight,American, You Cancelled Flight my flight and theres no way to rebook on the website or app I have to wait  minutes on hold fail cc 
12001,1,,American, I thought all those planes were retired MD
12002,2,,American,Just got off the phone  customer service Only  minutes to get my issue resoled You guys are awesome
12003,2,,American, thanks for the info Is there a number I can call to speak to a person Its going to take an hour to type it out
12004,1,,American, we are off to Kax premium  Hoping this flight is better food TV now I know how to work it and service Tnx
12005,2,,American,  Sounds like a date
12006,0,Flight Attendant Complaints,American, Im frustrated by all of the  attitude toward ExecPlat members thenewamerican
12007,0,Customer Service Issue,American, another day another grievance with this airline No customer service
12008,0,Cancelled Flight,American, Youve misunderstood  WOULD NOT do a same day flight change for me The gate agent said NO
12009,1,,American, Flight  Im on my way
12010,0,Customer Service Issue,American, car accident on my way to the airport Missed flight from rno to dca Trying to resched but your line has  hr wait
12011,1,,American, Thanks so much
12012,2,,American, We hope you enjoy the WinterWeather and brought your warm coat and gloves Maria Yup New beanie 
12013,0,Cancelled Flight,American,  what weather sun is out
12014,0,Flight Attendant Complaints,American, so you fail again flight to rdu sitting waiting on flight attendants your logistics are not good
12015,0,Customer Service Issue,American, any idea on what the wait time is for refunds from  I was told a few days over the phone  but its well past that
12016,2,,American, I was happy to purchase the upgrade If only it was avail on my next flight
12017,0,Flight Attendant Complaints,American, It is now going to be reported to the police due to the sexual assult sad that you didnt care
12018,0,Customer Service Issue,American, th flight rebooked to is NOT Cancelled Flighted Woohoo Going to make it to 
12019,1,,American, my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted Can you help me
12020,0,Customer Service Issue,American, The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour
12021,0,Cancelled Flight,American, I understand But why is this the only flight of the day not going out Twice Im now out of extra meds and diapers for baby
12022,1,,American, I sure do Im running version 
12023,0,Flight Attendant Complaints,American, you could train your flight attendants to have some manners and decency
12024,2,,American,  you  together are the best part of flying
12025,0,Cancelled Flight,American, over the last year  of my flights have been delayed or Cancelled Flightled  Im done with you
12026,0,Customer Service Issue,American, FYIcall stilling getting dropped  After an hour of continuous dialing Attempted to Cancelled Flight online but not able to HELP
12027,0,Customer Service Issue,American, how can I get you guys to respond to my tweets and DM Really sad feeling to be ignored
12028,0,Customer Service Issue,American,  what is AA going to do to fix their utterly embarrassing customer service You wont even answer the dang phone
12029,0,Customer Service Issue,American,   number will not even let you wait for next customer rep Very frustrating Cant talk to humans
12030,0,Customer Service Issue,American, I want to speak to a human being   This is not an obscene request
12031,0,Customer Service Issue,American, no response to DM or email yet  customer service
12032,0,Flight Attendant Complaints,American, should reconsider usairways acquisition Flight  AA gold flyers insulted by attendant for hanging jacket
12033,2,,American, Thank youyou do the same
12034,0,Lost Luggage,American, you need to work harder on the disconnect between your intention and the reality your passengers face
12035,0,Customer Service Issue,American,  how long does it take to get credit to my AA account Traveled in Jan amp only one leg reported Asked for credit no response
12036,2,,American, Hopefully you ll see bad ones as opportunity to get better and not dwell in it and the good ones as encouragement words
12037,0,Late Flight,American, Okay I think  has waited long enough for a gate at DFW
12038,0,longlines,Delta, now at  minutes waiting on Silver Elite line for someone to pick up Help
12039,0,Can't Tell,Delta, what I have to say is more than  characters Plus you dont follow me
12040,0,Customer Service Issue,American, why would I even consider continuing your point program when I received no perks or continued bad customer service senseless
12041,1,,American, weve already made other arrangements ourselves
12042,0,Can't Tell,American, thanks for getting back to me But I will find other airlines in the future
12043,0,Can't Tell,American, why would I pay  to reactivate my points that are only useful for certain flights that arent even worth 
12044,0,Late Flight,American, stranded for  hours in MIA Patrick casimir has been the ONLY AA staff to apologize for the great inconvenience unreal
12045,0,Flight Booking Problems,American, no thanks  As I said being denied miles that expired one week ago was the last drop for me plan to avoid AA as possible
12046,0,Late Flight,American, sorry so Late Flight responded to your DM
12047,0,Cancelled Flight,American, Believe me I understand Flight  Was originally booked for Sunday Flight was Cancelled Flighted and rescheduled for today
12048,0,Flight Attendant Complaints,American, aa employees were rude and unwilling to help  miles is a rotten cherry on top of a dog shit Sunday nocareforcustomers
12049,0,Bad Flight,American, Mold on my flight US filthyplane hopeidonotgetsick 
12050,1,,American,  seconds from touchdown at Madrid airport in April  AvGeek 
12051,0,Late Flight,American, I slept in the miami airport due to mechanical issues and was given  bonus miles to try and make it right slapintheface
12052,1,,American, is the new  time confirmed or it may get Cancelled Flightled Traveling with kids need to be certain Thx
12053,0,Customer Service Issue,American, hr  min Cost of flight change  Was  hrs ago bf drop call Cancelled Flighted flight Asked  refund
12054,0,Customer Service Issue,American, its not just frustratingit was PAID for how do we get a refund
12055,1,,American, DM the locator code thanks
12056,2,,American, thank you
12057,0,Customer Service Issue,American, I sure hope you all can fix  Good luck their service sucks nexttimeiwillflysouthwest
12058,0,Bad Flight,American, thanks for no fresh food on my cross country flight and for making my connection so close No time to eat TPADFWLAX
12059,1,,American, my flight got Cancelled Flightled from GRK to DFW then to LEX for tomorrow and I need it rebooked
12060,1,,American, Do you have any sort of live chat feature Were in the UK right now and that call would cost us alot 
12061,0,Bad Flight,American, your planes made me miss  connections in  days Thanks for nothing
12062,0,Cancelled Flight,American, I purchased Main Cabin XT for fAUS Flight was Cancelled Flightled and I was rescheduled on  with regular seats Credit
12063,1,,American, just disappointed with the Flight Booking Problems process and addl fees to sit together on a more crowded flight Not impressed so far 
12064,2,,American, thanks
12065,0,Bad Flight,American, thx for responding I cant watch  mins of this film wout it cutting in and out  prolonged prds of time beyond frustrating
12066,1,,American, I did
12067,0,Customer Service Issue,American, can you connect me to a person without having to wait  hours on hold I still havent been able to resolve the problem
12068,0,Late Flight,American, r u serious min delay with AmericanAirlines AA ohio  dallas missed my connecting flight 
12069,0,Cancelled Flight,American, You are jumping the gun and Cancelled Flighting flights that couldve made it before the snow Now more Cancelled Flightlations Its ridiculous
12070,1,,American, I might look into that My wife travels much more than I do Could we both use the membership
12071,2,,American, Thank you you too
12072,1,,American, What happens when you combine Top Chef amp the beauty of San Miguel de Allende My Late Flightst food blog  
12073,2,,American, Great thanks Followed
12074,2,,American, This is exactly why ill be flying AA from Airport to Dallas Only airline I trust
12075,0,Customer Service Issue,American, This doesnt address my issue I am on hold for  min to speak with an agent
12076,2,,American, got another flight Thanks you
12077,1,,American, u r horriblewent online to Cancelled Flight flightno buttonthatCalled CS ampwait time  minsampput in my calledampit hungupNOHELP
12078,0,Customer Service Issue,American, submitted a case to AA customer relations two weeks ago no word ever since whats the point of even having CR
12079,0,Late Flight,American, if by near the gate you mean sitting on the plane for almost  hours then yeah
12080,1,,American, I dont think you should help him at all based on his behavior The voucher and cot seem like enough lol 
12081,0,Late Flight,American, still waiting for a flight I should get my money back
12082,0,Cancelled Flight,American, I Cancelled Flighted my flight I really dont need this much trouble
12083,0,Can't Tell,American, Wasila Were sorry you were uncomfortable Andrew What can we do for you SMA
12084,1,,American, Hi can you please ticket my award ticket The status is On Request now Thanks
12085,2,,American, got back eventually Was a rollercoaster Once I got to the airport amp got to speak to someone things got fixed very quick
12086,0,Late Flight,American, thats  extra hours of travel time Missed vacation time and now you guys are messing with my professional life
12087,0,Flight Booking Problems,American, Checked in on app since yesterday Confirmed upgrade amp carry on got to counter amp manager upgraded somebody else on my seat
12088,1,,American, Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price Can you help
12089,2,,American, yes yes yesso glad to be headed home
12090,0,Can't Tell,American, dont worry Ill be sending a letter with what I expect from you for compensation I fly twice a week wyou guysfor now
12091,2,,American, thanks
12092,2,,American, thanks keep me updated just hope I make either of my connections to Killeen Tx
12093,0,Customer Service Issue,American, I have been on hold wcustomer service line for  minutes  This after I was on phone with an agent for  min bf call droped
12094,0,Flight Booking Problems,American, I tried to book a rwrd and was told I couldnt Bought tix on USAir now AAno choice didnt bother to  AAdv with this svc
12095,1,,American, did you know that suicide is the second leading cause of death among teens 
12096,0,Cancelled Flight,American, narrowly made standbylots of snags this trip
12097,1,,American,  iPhone  GB not  plus
12098,0,Late Flight,American, i ordered it as i always do But on a hour flight delayed for  hours it was worse than ever before when you forgot my meal
12099,2,,American, thanks so much
12100,1,,American,  AA doesnt charge any fees to change award tickets as long as the origin destination amp award type remains the same
12101,0,Bad Flight,American, I need a flight out tonight Isnt there anything else
12102,2,,American, thank you for the confirmation
12103,0,Can't Tell,American, spent  for the choppiest feed of Whiplash ever americanairlinesfail iwantmymoneyback
12104,1,,American, OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement
12105,0,Lost Luggage,American,  Please find my bag In Singapore for three days already without my bag Last known destination LAX Tag  Please help
12106,0,Customer Service Issue,American, Inconvenient is such a convenient word
12107,0,Lost Luggage,American, Your response could have made all the difference It could have made the situation better NO TRUSTGET LOST like my bag
12108,0,Late Flight,American, delayed on the way to Puerto Rico and delayed on the way back to New York this is disgraceful
12109,0,Lost Luggage,American, Thats okYou may keep my  and lose my bag with no info but you no longer have my trust Bad way to handle this
12110,0,Cancelled Flight,American, come on I just want to go home I cant miss another day of work stuckinmemphis texasisclosed
12111,1,,American, Here is the photo  
12112,0,Cancelled Flight,American, you guys are killing me 
12113,2,,American, Aww cool Its nice to know they are still up above my head then One of my faves
12114,1,,American, whats the status of flight  out of sju
12115,0,Customer Service Issue,American, Would love to DM you but my Twitter app says youre not following me and I cant
12116,0,Customer Service Issue,American, Its not that I wasnt offered perks by   I ASKED and was told NO thenewamerican
12117,0,Can't Tell,American, good care of their customers if anything happen to then take you   for getting me back to NYC  Screw you 
12118,0,Cancelled Flight,American, cost me over  dollars because flight was Cancelled Flightled and couldnt even give me a food comp Fly   they take
12119,0,Cancelled Flight,American, they will just say dumb things to beat around the bush  If youre flight Cancelled Flightled be prepared for no compassion from them
12120,1,,American, Yes to the iOS Im running iOS 
12121,0,Late Flight,American, worst company ever please do not fly with them I repeat please do not fly  They will not credit you if youre delayed
12122,0,Late Flight,American, continues to win Ive never missed a flight before but a nice little quiet gate change made it possible Sheesh
12123,2,,American,  keeping AA up in the Air My crew chief cousin Alex Espinosa in DFW 
12124,0,Lost Luggage,American, lost my cats missed their flights kept them crated  hrs for a  wouldbe  hr trip Youll never touch my pets again
12125,0,Can't Tell,American, dont worry you wont steal my money again
12126,0,Customer Service Issue,American, why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk
12127,0,Customer Service Issue,American, pretty lame response to a two paged single spaced letter 
12128,0,Can't Tell,American, Its not what happens to us that mattersIts our response that matters Way to drop the ball AA
12129,0,Flight Booking Problems,American, I am looking for help on USAirways award travel booked for wife and two boys no seats assigned
12130,2,,American,  we done it with  truck No biggie 
12131,0,Can't Tell,American, and  have put me in bad mood I havent been this angry since Spagnuolo coached the Rams
12132,0,Cancelled Flight,American, AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in I slept in an airport for a night
12133,0,Cancelled Flight,American, flight  out of Vegas to DFW Cancelled Flightled Sunday and Monday no whammie today
12134,2,,American, Airport snow removal method Keep up the good work folks this is where Cessnas become s 
12135,1,,American, These birds could fly to South America for example Argentina
12136,0,Cancelled Flight,American, my flight  from Jacksonville fl to Dallas is showing Cancelled Flightled What is going on  Am I rebooked on another flight
12137,2,,American, great thanks
12138,2,,American, awesome Thanks
12139,0,Cancelled Flight,American, my flight  to Dallas from Jacksonville fl has been Cancelled Flightled No one has notified me Whats going on
12140,0,Damaged Luggage,American, extremely upset that your baggage handlers decide to go in my luggage and take my belongings
12141,0,Late Flight,American, flight  delayed over  hours on  had no GF meals despite my early request attendant seat fell on my leg badservice
12142,0,Flight Attendant Complaints,American, but what I can always rely on when I fly USAir or American is that employees will be rude and unhappy
12143,0,Customer Service Issue,American, robocalls me with another Cancelled Flightation And then when I dont accept the change it wont let me connect to an agent Just wow
12144,0,Can't Tell,American, said that AA does not provide inflight wifi on the routes to China based on some federal laws but United does why is that
12145,0,Late Flight,American, Right But more than two hours Late Flight and it seems due to poor communication which sounded like it was annoying onplane staff
12146,0,Can't Tell,American, Im not sure what happened to my USAirways status when the merger took place
12147,0,Customer Service Issue,American, can u help rebook passenger via TwitterDM  Been on hold for  hours Thanks
12148,0,Can't Tell,American, Id like to apologize to the gate agent for flight AA I was not aware that zone  was after the nine other precious gems
12149,1,,American, my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal
12150,1,,American, origindestinationdates are the same Going from US Airways connecting flight to AA direct flight Award is saver level
12151,1,,American, When will the old  fly ORDPVG get upgraded
12152,1,,American, I know Just a little cold weather humor 
12153,0,Late Flight,American, None of the LAX flights into DFW have been Cancelled Flightled Those landing before and after ours are fine Completely arbitrary
12154,0,Customer Service Issue,American, that doesnt really answer my question Maybe if I provide more details you can give me clarification
12155,0,Lost Luggage,American, this delayed bag was for my friend Lisa Pafe She got her bag after  days in Costa Rica Issue no updates on your system
12156,2,,American, thanks
12157,2,,American, Aww Thanks AADFW was on GMA up here this AMso i understand Btw AA is my Airline when im able to trvLove you guys
12158,2,,American, These are some awesome photos Thanks for sharing 
12159,2,,American, new plane gogo easy power for laptop iPhone just missing a good boatstyle swivel cup holder for my dietcoke happyflier
12160,0,longlines,American, how about some rampers at gate b dfw   Waiting to be marshaled in
12161,0,Cancelled Flight,American, You Cancelled Flight my flight and theres no way to rebook on the website or app I have to wait  minutes on hold fail cc 
12162,1,,American, I thought all those planes were retired MD
12163,2,,American,Just got off the phone  customer service Only  minutes to get my issue resoled You guys are awesome
12164,1,,American, thanks for the info Is there a number I can call to speak to a person Its going to take an hour to type it out
12165,2,,American, we are off to Kax premium  Hoping this flight is better food TV now I know how to work it and service Tnx
12166,2,,American,  Sounds like a date
12167,0,Can't Tell,American, Im frustrated by all of the  attitude toward ExecPlat members thenewamerican
12168,0,Customer Service Issue,American, another day another grievance with this airline No customer service
12169,0,Flight Attendant Complaints,American, Youve misunderstood  WOULD NOT do a same day flight change for me The gate agent said NO
12170,1,,American, Flight  Im on my way
12171,0,Customer Service Issue,American, car accident on my way to the airport Missed flight from rno to dca Trying to resched but your line has  hr wait
12172,2,,American, Thanks so much
12173,2,,American, We hope you enjoy the WinterWeather and brought your warm coat and gloves Maria Yup New beanie 
12174,0,Can't Tell,American,  what weather sun is out
12175,0,Flight Attendant Complaints,American, so you fail again flight to rdu sitting waiting on flight attendants your logistics are not good
12176,0,Flight Booking Problems,American, any idea on what the wait time is for refunds from  I was told a few days over the phone  but its well past that
12177,0,Flight Booking Problems,American, I was happy to purchase the upgrade If only it was avail on my next flight
12178,0,Customer Service Issue,American, It is now going to be reported to the police due to the sexual assult sad that you didnt care
12179,0,Cancelled Flight,American, th flight rebooked to is NOT Cancelled Flighted Woohoo Going to make it to 
12180,0,Cancelled Flight,American, my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted Can you help me
12181,0,Late Flight,American, The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour
12182,0,Cancelled Flight,American, I understand But why is this the only flight of the day not going out Twice Im now out of extra meds and diapers for baby
12183,1,,American, I sure do Im running version 
12184,0,Flight Attendant Complaints,American, you could train your flight attendants to have some manners and decency
12185,0,Flight Booking Problems,American, change fee  same price of new ticket Not logical
12186,2,,American, Nice to read it Thank you very much
12187,0,Bad Flight,American, we have been advised to turn this issue over to the police due to the sexual assult THANK YOU FOR ALLOWING THAT ON YOUR PLANE
12188,0,Can't Tell,American, Fuck you
12189,0,Lost Luggage,American, Not giving you a hard timeJust looking for basic customer service after AA lost my bag ETA on its return please
12190,1,,American, I bet they do Im sure they have some form of wear and tear on their skin I hope they will survive the rest of the winter xxx
12191,2,,American,  me too  LOVE LIVING SO CLOSE SO I ALWAYS HAVE GREAT VIEWS
12192,2,,American, Thanks
12193,0,Can't Tell,American, Can someone contact me about my awful experience with american airlines this weekend
12194,0,Flight Booking Problems,American, actually online indicates the only seating available is at a premium costwhy not allow seat selection at time of purchase
12195,0,Late Flight,American, your definition and mine of  min is vastly different I understand the need to get off the plane for maint but be honest
12196,2,,American,  you  together are the best part of flying
12197,2,,American,  Guys let it go 
12198,0,Customer Service Issue,American, Is there a way to add my AA number to an itinerary that doesnt involve sitting on hold for  hours
12199,2,,American, I can hardly believe it Bundle up and stay warm 
12200,1,,American, Youre right Someone is up to something
12201,0,Late Flight,American, the flight is not going to make the connection to MEX AA
12202,2,,American, Thanks for sharing these photos Round of applause for your crews We appreciate all their hard work
12203,1,,American, can I get a free ticket to Hawaii for being fabulous
12204,0,Bad Flight,American, the lavatory freezes  problem with a nitrogen line a low tire with the inflating equipment malfunctioning AA and
12205,1,,American, i want to change my flight for next week they will still charge me Waiting for fligt status
12206,1,,American,  Thats DFW OMG Yeah cold everywhere
12207,2,,American, great customer service thanks
12208,1,,American, When Flight Booking Problems an intl flight online do I have to provide a passport number when Flight Booking Problems or just when I arrive at airport
12209,1,,American, yes they do 
12210,1,,American, hook me up with a free trip to Barbados and I will tell you the secret beaches to see
12211,0,Cancelled Flight,American, why did flight  get Cancelled Flightled Waiting for a rep to rebook but wondering if there will be other issues getting out
12212,0,Flight Attendant Complaints,American,  we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern
12213,1,,American, Thank you for responding so quickly to my tweets I do appreciate that
12214,0,Flight Booking Problems,American, I am trying to change the time of a flight I already purchased and was told I have to pay a  change fee Ridiculous
12215,1,,American, please email me at temorriscom willing to discuss my experience amp give another try would like to speak directly
12216,0,Cancelled Flight,American, if my flight gets Cancelled Flightled i should be able to reschedule to any date i want not the next day or  days after
12217,0,Flight Attendant Complaints,American, since you dont care about what happens to your passengers on your planes we will now be contacting the Police Dept
12218,0,Bad Flight,American, why are  gold forced to pay for an upgrade Open seats in st and not offered to GoldSapphire
12219,1,,American, Bet these birds wish theyd flown south for the winter  Lol
12220,2,,American, I still think American Airlines is greatI would just like to be treated better Loyal customers first right
12221,2,,American, if I could fly an mddc I would be so happy I live that plane so much md is love md is life
12222,1,,American, arent you glad this isnt you RT  Bet these birds wish theyd flown south for the winter 
12223,1,,American, second pic from CDG
12224,1,,American, Im sure all these birds will be in warmer weather soon
12225,0,Customer Service Issue,American, Its been  weeks and no reply from customer relations yet  Running out of time please help  request     thanks
12226,1,,American, This is very true Another reason why we stay South in the Winter months of travel 
12227,1,,American, Would have had to fly real far south huh WinterWeather Brrr
12228,1,,American, um down south has snow too ATL
12229,1,,American, Im sure they did Its certainly chilly back East today 
12230,0,Bad Flight,American, Any reason why my  flight to Chicago is boarding and I still dont have a seat assignment Seriously
12231,0,Can't Tell,American,  if this is how your merger is going to go you fail Huge probls wcomm on DFW storm Cxld rtrn flts NOT COOL
12232,0,Bad Flight,American, why does it feel like Im being nickeled and dime to enjoy a flight with AA I purchased a tkt but have to pay extra for a seat
12233,0,Late Flight,American, Flight  its been delayed every hour since  am
12234,1,,American, do you still use DCs
12235,2,,American,Happy TT to my friends   Hope the weather isnt causing you too many headaches
12236,1,,American, if Ive booked an AA award on USAir metal and space opens up on AA metal can I change to the AA flight without fees
12237,2,,American, well have all day and all the time in the world
12238,0,Late Flight,American, Cant unload flight  because jetway is broken  steps planB waiting nearly an hour
12239,0,Can't Tell,American, Id love to take my seat but it appears as though someone already has  disappointed upgrademe wtf 
12240,1,,American, if i want to change my flight due to weather conditions in Dallas this weekend i should be able to cover change fee with miles
12241,1,,American, Are you expecting delaysCancelled Flightlations at Dallas on th due to the snow Nothing like Monday I hope
12242,0,Customer Service Issue,American, just look at RDU airport please think about the safety of your passengers we cant get to RDU safely
12243,0,Flight Booking Problems,American, Please explain why it costs almost the same price of a full roundtrip fair to only change the departure time of a flight
12244,0,Late Flight,American, The flight was delayed  times Spent almost min on the tarmac Ill reconsider my future flight options
12245,2,,American, oh its nothing my issue was already resolved and I am in the air
12246,0,Lost Luggage,American, Filled out a baggage claim over the phone last night Check the status to discover the rep confused Arkansas for Alaska 
12247,0,Customer Service Issue,American, I need an answer why we cant get into Wichita Falls
12248,0,Lost Luggage,American, AmericanAirlines says most bags left in Miami have been returned following mechanical glitch gtgt 
12249,0,Can't Tell,American, I need refund
